0.008, -0.757, -5.035
-0.051, -0.768, -4.951
1.025, -0.788, -4.976
-0.422, -0.871, -4.740
-0.579, -0.914, -4.696
-1.043, -1.012, -4.382
-1.194, -1.049, -4.347
0.070, 1.049, -5.226
0.221, 0.940, -5.244
0.163, 0.928, -5.203
1.782, 0.849, -5.863
1.033, 0.734, -5.455
0.396, 0.510, -5.024
0.306, 0.490, -4.944
1.929, 0.541, -5.850
-0.677, 0.389, -4.493
1.890, 0.496, -5.842
1.818, 0.413, -5.844
1.945, 0.346, -5.944
0.660, 0.272, -5.022
0.453, 0.217, -4.913
0.843, 0.227, -5.181
0.559, 0.205, -4.985
0.566, 0.169, -5.000
0.621, 0.161, -5.041
0.490, 0.144, -4.967
1.890, 0.186, -6.077
0.714, 0.148, -5.120
1.065, 0.135, -5.373
0.207, 0.114, -4.775
0.493, 0.043, -4.998
1.897, 0.056, -6.139
0.428, -0.006, -4.975
0.507, -0.040, -5.039
1.823, -0.045, -6.087
1.516, -0.050, -5.804
-0.076, -0.075, -4.664
0.301, -0.082, -4.909
-1.686, -0.085, -4.686
-1.714, -0.091, -4.673
0.763, -0.110, -5.358
-0.433, -0.103, -4.436
0.685, -0.124, -5.282
-0.471, -0.109, -4.413
-0.175, -0.110, -4.608
2.063, -0.147, -6.233
0.554, -0.183, -5.137
1.047, -0.209, -5.512
0.710, -0.206, -5.325
-0.472, -0.180, -4.444
1.828, -0.257, -6.097
0.686, -0.254, -5.343
0.518, -0.256, -5.133
-0.703, -0.223, -4.318
-0.498, -0.225, -4.437
0.041, -0.252, -4.887
0.492, -0.269, -5.131
1.041, -0.315, -5.493
-0.616, -0.263, -4.388
0.503, -0.325, -5.164
-0.533, -0.285, -4.445
-0.826, -0.309, -4.276
0.420, -0.386, -5.119
-0.575, -0.343, -4.440
0.456, -0.399, -5.165
2.723, -0.463, -5.840
0.043, -0.410, -4.952
0.499, -0.449, -5.223
-0.512, -0.431, -4.583
0.336, -0.492, -5.114
0.782, -0.572, -5.468
-1.121, -0.448, -4.132
-1.094, -0.471, -4.170
-0.583, -0.544, -4.573
-0.470, -0.561, -4.658
-0.510, -0.569, -4.639
-0.530, -0.571, -4.629
1.662, -0.677, -5.351
-1.061, -0.546, -4.211
-0.936, -0.596, -4.308
-0.473, -0.658, -4.705
-0.509, -0.669, -4.680
-0.807, -0.649, -4.400
-0.263, -0.737, -4.799
-0.795, -0.844, -4.481
-0.743, -0.881, -4.533
-0.661, -0.923, -4.594
-0.854, -0.907, -4.473
0.448, -0.971, -4.660
-0.844, -0.952, -4.480
1.723, -1.062, -4.179
-0.783, -1.287, -4.188
-1.486, -1.319, -3.693
0.239, -1.319, -3.714
1.695, 1.941, -6.176
1.739, 1.571, -6.358
1.866, 1.403, -6.270
0.121, 1.082, -5.265
-0.187, 1.093, -5.389
1.425, 1.064, -5.811
1.333, 1.045, -5.758
1.334, 0.982, -5.717
1.271, 1.053, -6.189
-0.766, 0.679, -4.685
2.029, 0.582, -5.910
0.241, 0.471, -4.935
1.626, 0.362, -5.704
0.535, 0.239, -4.959
0.902, 0.217, -5.251
1.199, 0.193, -5.438
0.348, 0.164, -4.838
1.894, 0.209, -6.075
1.815, 0.170, -6.003
0.059, 0.116, -4.682
1.359, 0.109, -5.662
1.302, 0.071, -5.604
1.234, 0.069, -5.622
0.330, 0.050, -4.887
0.823, 0.054, -5.262
0.193, 0.041, -4.824
-0.138, 0.030, -4.577
-0.369, 0.018, -4.432
1.940, -0.056, -6.220
-0.152, -0.077, -4.613
-0.049, -0.085, -4.668
-0.360, -0.093, -4.465
-1.254, -0.117, -4.533
-1.295, -0.124, -4.530
2.081, -0.213, -6.306
0.524, -0.174, -5.108
-0.545, -0.159, -4.385
1.363, -0.223, -5.818
-0.368, -0.180, -4.500
0.384, -0.215, -5.036
0.614, -0.228, -5.233
-0.560, -0.206, -4.396
0.951, -0.251, -5.467
-0.665, -0.212, -4.325
0.485, -0.244, -5.130
0.611, -0.252, -5.253
1.463, -0.286, -5.822
1.017, -0.284, -5.529
-0.643, -0.228, -4.343
-0.560, -0.239, -4.405
-0.692, -0.249, -4.322
-0.634, -0.245, -4.345
-0.752, -0.284, -4.299
0.132, -0.344, -4.939
-0.064, -0.334, -4.765
-0.498, -0.323, -4.474
0.019, -0.372, -4.868
-0.673, -0.337, -4.366
-0.691, -0.354, -4.364
-0.866, -0.356, -4.257
0.353, -0.434, -5.122
2.106, -0.479, -5.654
-0.473, -0.423, -4.620
-0.530, -0.434, -4.570
1.083, -0.541, -5.678
-0.300, -0.468, -4.669
0.483, -0.548, -5.253
-0.059, -0.512, -4.848
-1.298, -0.441, -4.042
-0.846, -0.470, -4.302
-1.167, -0.464, -4.110
-0.508, -0.526, -4.613
-0.549, -0.535, -4.602
-0.310, -0.542, -4.687
1.556, -0.644, -5.427
1.357, -0.640, -5.291
-2.677, -0.693, -5.486
-1.296, -0.519, -4.062
-0.265, -0.648, -4.759
-2.989, -0.765, -5.400
-2.776, -0.747, -5.362
-0.131, -0.704, -4.870
-0.864, -0.658, -4.364
1.043, -0.782, -5.089
-0.971, -0.662, -4.296
-2.948, -0.840, -5.325
-0.112, -0.768, -4.899
-0.978, -0.682, -4.286
-0.865, -0.695, -4.366
1.935, -0.799, -4.961
0.679, -0.834, -4.993
-1.248, -0.705, -4.135
0.936, -0.851, -4.887
1.825, -0.847, -4.817
-1.281, -0.779, -4.151
-0.869, -0.851, -4.417
-0.650, -0.896, -4.588
-1.274, -0.827, -4.163
0.229, -0.942, -4.699
-0.630, -0.932, -4.607
-2.599, -1.011, -4.856
1.835, -0.959, -4.504
2.326, -0.942, -4.409
-1.276, -0.906, -4.206
-1.248, -1.041, -4.251
1.688, -1.074, -4.213
1.912, -1.132, -4.069
-0.471, -1.184, -4.154
0.352, -1.177, -4.064
1.667, -1.177, -3.920
1.530, -1.187, -3.877
-0.908, -1.237, -3.933
-1.091, -1.256, -3.958
-1.127, -1.263, -3.917
-0.433, -1.310, -3.644
-1.420, -1.358, -3.599
